;idn;library;title;subtitle;category;date;person;ddc;issn
13409;015236854;zdb;Lûaḥ;= Luach;JUDAICA;1924-1970;;290;
13410;012033790;zdb;Lûaḥ;= Luach;;1748-1751;;290;
13411;995412367;zdb;Juden-Calender;= Lua.h : auf das Jahr ...;;1783-1783;;290;
13412;991987683;zdb;Luảḥ;;;1712-;;290;
13414;991988132;zdb;Luảḥ;;;1764-1772;;290;
13415;991988396;zdb;Luảḥ;;;1784-1785;;290;
13416;99256784X;zdb;Luaḥ ʾivri ṭayṭsh;ʾim dinim u-minhagim fon yar ...;JUDAICA;1933-1933;;290;
13417;587841192;zdb;Fürther israelitischer Kalender;"Luaḥ ; mit den amtlichen Bekanntmachungen und Gebetszeittafeln der Israelitischen Kultusgemeinde Fürth";;1927-1938;;050;
13418;019819625;zdb;Lueḥ qadîmā;;;1912-1913;;290;
13419;018632769;zdb;Almanach żydowski;;JUDAICA;1995-;;290;1429-3552
13420;019913494;zdb;Lûaḥ šelšanat;;;1771-1771;;290;
13421;023207264;zdb;Israelitischer 3-Gemeinden-Kalender;"Altona, Hamburg, Wandsbek ; für das Jahr der Welt ...";;1929-1937;;290;
13422;1018202706;zdb;Ḥeshbon ha-laṿyan shel ha-tayarut be-Yiśraʾel;sekirah kalkalit ʿal-pi luaḥ hetseʿa ṿe-shimushim = Tourism satellite account in Israel : economic review according to supply and use table;;2010-;;310;2218-1342
13423;99198661X;zdb;Luảḥ;;;1735-1814;;290;
13424;991988892;zdb;Luảḥ;;;1730-1762;;290;
13425;99198868X;zdb;Luảḥ;;;1739-;;290;
13426;020423683;zdb;Almanaque;= Lûaḥ sĕnat  / Asociación Israelita Sefaradí Or Mizrah;JUDAICA;1992-1995;;010;
13427;020423632;zdb;Almanaque / Asociación Israelita Sefaradí Luz Naciente Or Mizrah;= Lûaḥ sĕnat / Asociación Israelita Sefaradí Luz Naciente Or Mizrah;JUDAICA;1989-1989;;010;
13428;012777277;zdb;Arbeyṭer-luaḥ;= Kalendarz robotniczy;;1920-[1926?];;290;
13429;020424485;zdb;Almanaque hebreo;= Lûaḥ li-šnat;JUDAICA;1950-1989;;290;
13430;015063097;zdb;Calendar Luah;pe anul ...;JUDAICA;1979-1989;;290;
13431;015115240;zdb;Lûaḥ Las̆-s̆ană;= Jødisk Almanak;JUDAICA;1975-1982;;290;
13432;367340615;zdb;Luah lišnat ... / Keren kajemeth lejisrael;;;1924-1924;;050;
13433;367994224;zdb;Jüdischer Taschenkalender;= Luah lišnat;;1962-1964;;050;
13434;367296365;zdb;Jüdischer Kalender;Luaḥ;;1930 [?];;050;
13435;367841754;zdb;Kunstkalender;= Luăh mes̆ujar;;1927-1927;;050;
13436;587299045;zdb;Wormser israelitischer Kalender;"Luaḥ ; Mit d. amtl. Bekanntmachgn u. Gebetszeittaf. d. Israelit. Gemeinde Worms";;1929-1937;;050;
13437;587841141;zdb;Israelitischer Kalender für Augsburg;Luaḥ;;1927-1938;;050;
13438;012033782;zdb;Lûaḥ;= Luach;;1732-[1762?];;290;
13439;1058203762;zdb;Luaḥ li-shenat;hi shenat ḥamishat alpayim shevaʿ meʾot ʿeśrim u-shtayim le-minyan;7,7;1961-1961;;290;
13440;1130874281;zdb;Israel picture calendar;= Luaḥ temunot Yi´sraʾel;JUDAICA;[1958?-1960?];;290;
13441;127775831X;zdb;Lûaḥ;= Luach;;[1763?];;290;
13442;1257245503;zdb;Lûaḥ;= Luach;;[1748?-1751?];;290;
13443;1257245708;zdb;Lûaḥ;= Luach;;[1763?-1765?];;290;
13444;1140794698;zdb;Luaḥ Ḥermon;;JUDAICA;1926-1928;;290;
13445;1201291062;zdb;Aḥiasaf;luaḥ-ʿam sifruti ṿe-shimushi, ʿim temunot ṿe-tsiyurim ... = Achiasaf : evrejskij illjustrirovannyj literaturno-praktičeskij kalendarʹ;JUDAICA;[1893-1922];;290;
13446;013219383;zdb;Volks-Kalender für Israeliten;auf das Jahr .. = Lûaḥ mi-šnat;;1842-1851;;290;
13447;024924385;zdb;Lûaḥ ham-meʿôrēr;le-pôʿēl,la-ḥalûṣ û-le-nôʿar;JUDAICA;1936-;;290;
13449;010120858;zdb;Aḥiasaf;luaḥ-ʿam sifruti ṿe-shimushi, ʿim temunot ṿe-tsiyurim ... = Akhiasaf : evrejskij illjustrirovannyj literaturno-praktičeskij kalendarʹ na …;JUDAICA;1893-1924;;290;
13450;010016759;zdb;ha- arets;;JUDAICA;1941-1955;;290;
13451;018432301;zdb;Lûaḥ haš-šānā hā-ʿivrî;le-mûvâ benê Yisrā'ēl lā-āreṣ haq-qedôšā ... le-šîmmûš benê haq-qehillā hay-yisre'ēlît haš-šomrônît be-Yiśrā'ēl û-le-ḥôqerîm, talmîdîm û-mištallemîm = The Israelite Samaritan calendar;;1993-;;050;
13452;1301894559;zdb;Berliner Kalender für Jüdische Gemeinden;auf ... = Luah la-'Edat Berlin u-le-kol bene Yisrael;;1855;;290;
13453;130230271X;zdb;Berliner Kalender für Jüdische Gemeinden;auf ... = Luah la-'Edat Berlin u-le-kol bene Yisrael;;[1855?];;290;
13455;1054664838;zdb;Lûaḥ;;JUDAICA;1924-1938;;290;
13456;1059536579;zdb;Kalender für die Jüdische Gemeinde;= Lûaḥ mi-šnat : auf das Jahr ...;JUDAICA;1808-1833;;290;
13457;027240096;zdb;Kalender für die Jüdische Gemeinde;= Lûaḥ mi-šnat : auf das Jahr ...;;1784-1834;;290;
13458;014481006;zdb;Shanah be-shanah;sefer shanah ... le-halakhah, le-maḥashavah u-li-beʿayot yahadut ṿe-alaṿ luaḥ dinim u-minhagot;JUDAICA;1960-2002;;290;
13459;014427001;zdb;Bikkūrē hā-'ittīm;minḥat bikkūrīm = Erste Früchte der Zeiten;JUDAICA;1820-1845;;050;
13460;1054658617;zdb;Bikkūrē hā-'ittīm;minḥat bikkūrīm = Erste Früchte der Zeiten;JUDAICA;1820-1831;;050;
13461;1054661804;zdb;Kokhve Yitsḥaḳ;kolel peri meḥḳar ṿe-yalde melitsah me-ḥakhame ha-dor ...;JUDAICA;1845-1873;;290;
13463;1018808507;zdb;Zeitschrift für jüdische Wohlfahrtspflege;;;1929-1929;;290;
13467;013246518;zdb;Allgemeine israelitische Wochenschrift;Zeitschr. für d. Gesamtinteressen d. Judentums;JUDAICA;1895-1898;;070;
13468;1049591194;zdb;Allgemeine Israelitische Wochenschrift;Zeitschrift für die Gesamtinteressen des Judentums;0;1895-1898;;070;
13469;019510934;zdb;Literarishe bleter;ilusṭrirṭe ṿokhnshrifṭ far liṭeraṭur, ṭeaṭer un ḳunsṭ = Literarisze bleter;AVL;1924-1939;;839;
13470;1129893073;zdb;Literarishe bleter;ilusṭrirṭe ṿokhnshrifṭ far liṭeraṭur, ṭeaṭer un ḳunsṭ;JUDAICA;1924-1934;;839;
13471;013086138;zdb;Blätter des Jüdischen Frauenbundes für Frauenarbeit und Frauenbewegung;;JUDAICA;1924-1938;;300;
13478;014472244;zdb;Bericht der Großloge für Deutschland;Organ d. 8. Distrikts U.O.B.B;JUDAICA;1891-1920;;070;
13480;011861649;zdb;Haḳedem;Vierteljahrschr. für d. Kunde d. alten Orients u. d. Wissenschaft d. Judentums = Haq- Qedem;1;1907-1909;;290;
13482;012655856;zdb;Beiträge zur Altertumskunde, mit besonderer Rücksicht auf das Morgenland;;;1819-1820;;930;
13483;1049593324;zdb;Das Morgenland;"Altes und Neues für Freunde der Heiligen Schrift ; eine Monatsschrift";JUDAICA;1838-1843;;220;
13485;1049595432;zdb;Der Sabbath;Monatsblatt zur Foerderung der Sabbathheiligung im socialen und wirtschaftlichen Leben der Gegenwart;JUDAICA;1906-1912;;070;
13486;018513697;zdb;Der Sabbath;Monatsblatt zur Foerderung der Sabbathheiligung im socialen und wirtschaftlichen Leben der Gegenwart;JUDAICA;1901-1914;;070;
13503;1051581664;zdb;Die Menschenrechte;;JUDAICA;1926-1932;;070;
13512;014045044;zdb;Die Menschenrechte;;JUDAICA;1926-1957;;070;
13513;015239764;zdb;Gemeindeblatt der Israelitischen Religionsgemeinde zu Leipzig;amtliches Nachrichtenblatt der Gemeindeverwaltung;JUDAICA;1925-1937;;070;
13601;014473216;zdb;Handwerk und Gewerbe;"HG ; offizielles Organ des Zentralverbandes Selbständiger Jüdischer Handwerker Deutschlands";JUDAICA;1914-1924;;290;
13612;1051584671;zdb;Handwerk und Gewerbe;"HG ; offizielles Organ des Zentralverbandes Selbständiger Jüdischer Handwerker Deutschlands ; Verbandsorgan der Ortsvereine Berlin, Beuthen, Breslau, Cassel, Cöln, Düsseldorf, Frankfurt a.M., Hamburg, Hannover, Mannheim und Kattowitz";JUDAICA;1915-1920;;290;
13613;1051584922;zdb;Der jüdische Handwerker;Zeitschrift für Handwerk und Gewerbe;JUDAICA;1925-1938;;070;
13615;014475286;zdb;Allgemeine illustrirte Judenzeitung;;JUDAICA;[1860-1862];;290;
13637;010269452;zdb;Der Aufstieg;eine jüdische Monatsschrift;JUDAICA;1930-1932;;290;
13641;012707635;zdb;Der bibel'sche Orient;eine Zeitschrift;1;1821-1821;;230;
13643;010269355;zdb;Bibliographischer Vierteljahresbericht für die jüdische Literatur;;JUDAICA;1914-1914;;290;
13645;014472236;zdb;Monatsschrift der Berliner Logen UOBB;;JUDAICA;1921-1933;;230;
13652;014471914;zdb;Freies Blatt;Organ zur Abwehr d. Antisemitismus;JUDAICA;1892-1896;;070;
13661;010273050;zdb;Das Füllhorn;ein Zeitblatt zunächst für u. über Israeliten;JUDAICA;1835-1836;;070;
13731;010273093;zdb;Die Gemeinschaft;Hefte für d. religiöse Erstarkung d. Judentums;JUDAICA;1926-1933;;290;
13732;1051581338;zdb;Die Gemeinschaft;Hefte für die religiöse Erstarkung des Judentums;JUDAICA;1925-1930;;070;
13738;016580303;zdb;Die Gegenwart;"zeitgemässe israelische Zeitung für Leben, Kunst und Wissenschaft, vorzugsweise Organ für die ""Vereine für Jüdische Geschichte und Literatur""";;1902-1932;;070;
13749;012933236;zdb;Die Gegenwart;Berliner Wochenschr. für jüd. Angelegenheiten;JUDAICA;1867-1868;;290;
13767;010277412;zdb;Die Gegenwart;israelitische Wochenschrift für politische, sociale und religiöse Interessen;JUDAICA;1867-1870;;290;
13781;013620630;zdb;Gemeindeblatt der Israelitischen Religionsgemeinde Dresden;"amtl. Organ d. Gemeindevorstandes ; Mitteilungsbl. d. Sächsischen Israelitischen Gemeindeverbandes";JUDAICA;1925-1937;;290;
13783;013621882;zdb;Herzl-Bund-Blätter;;JUDAICA;1913-1918;;070;
13842;016934601;zdb;The Joseph Jacobs directory of the Jewish press in America;;JUDAICA;1990-;;290;
13900;991541448;zdb;Tarbut ha-Yehudim be-artsot ha-Islam ṿe-ḥeḳer ha-Genizah;meḥḳere ha-Ḳatedrah ʿal shem Yosef ṿe-Sil Meizer = Jewish culture in Muslim lands and Cairo Geniza studies : publications of the Joseph and Ceil Mazer Chair;;2006-;;290;
14019;1025606752;zdb;Kibbutz, communal society, and alternative social policy series;;;1978-1983;;300;
14163;1121132197;zdb;Sifre ḥokhmat Yiśraʾel;hotsaʾah kolelet miṭav sifre ḥakhme Yiśraʾel ha-Sefaradim, ba-filosofyah ha-ʾElohit, be-ḥokhmat ha-midot = Chochmath Israel oder die jüdische Religionsphilosophie umfassend sämmtliche philosophische Werke jüdischer Gelehrten seit R. Saadja Alfajjumi bis R. Joseph Albo;;[1863?]-;;200;
14274;022175210;zdb;Tensions in Middle East society;;;1973-1973;;320;
14413;010273077;zdb;Joseph;israelitische Jugendzeitung;JUDAICA;1879-1880;;290;
14502;1005452040;zdb;The jewish intelligencer;a monthly publication;;August 1837-July 1838;;100;
14522;1051585325;zdb;Joseph;israelitische Jugendzeitung;JUDAICA;1879-1879;;290;
14532;1191917908;zdb;Der israelitische Lehrer;"pädagogische Beilage zur ""Jüdischen Volkszeitung""";JUDAICA;1873-1874;;290;
14533;1051508266;zdb;Der israelitische Lehrer;"Wochenschrift für die Angelegenheiten des israelitischen Lehrerstandes ; Organ für den Verein ""Achawa"" & den Deutsch-Isr. Lehrerverein";JUDAICA;1861-1871;;290;
14534;014472139;zdb;Der israelitische Lehrer;"Wochenschrift für die Angelegenheiten des israelitischen Lehrerstandes ; Organ für den Verein ""Achawa"" & den Deutsch-Isr. Lehrerverein";JUDAICA;1861-1872;;290;
14535;015259110;zdb;Blätter für die jüdische Frau;Verbandsorgan der Landesorganisationen jüdischer Frauen in der ČSR;JUDAICA;1925-1938;;290;
14536;1097616665;zdb;Blätter für die jüdische Frau;Verbandsorgan der Landesorganisationen jüdischer Frauen in der ČSR;;1925-1933;;050;
14537;982558325;zdb;Bat Yiśrael ṿe-Erets-Yiśrael;= Die jüdische Frau und Erez Israel;;1932-1932;;290;
14538;014478323;zdb;Die jüdische Frau;überparteiliche Halbmonatschr. für alle Lebensinteressen d. jüdischen Frau;JUDAICA;1925-1927;;070;
14540;588066990;zdb;Misrachi;Jüdische Monatshefte;;1919-;;050;
14542;105158566X;zdb;Jüdische Monatshefte;;JUDAICA;1914-1921;;070;
14543;013621866;zdb;Jüdische Monatshefte;;JUDAICA;1913-1921;;070;
14544;012759511;zdb;Jüdische Monatshefte für Turnen und Sport;Organ d. jüdisch-nationalen Jugendbewegung;JUDAICA;1913-1918;;793;
14547;014472090;zdb;Jüdischer Volksbote;Organ d. Commission für Ländliche Wohlfahrtspflege d. Freien Vereinigung für die Interessen des Orthodoxen Judentums;JUDAICA;1908-1915;;290;
14549;010272933;zdb;Jüdisches Gemeindeblatt für das Gebiet der Rheinpfalz;Organ des Verbandes der Israelitischen Kultusgemeinden der Pfalz;JUDAICA;1937-1938;;290;
14551;010803653;zdb;Gemeinde-Zeitung für die israelitischen Gemeinden Württembergs;;JUDAICA;1924-1937;;070;
14553;014479907;zdb;Korrespondenzblatt des Verbandes der Deutschen Juden;;JUDAICA;1907-1914;;070;
14556;015236277;zdb;Der Schild;Zeitschrift des Reichsbundes Jüdischer Frontsoldaten;JUDAICA;1922-1938;;070;
14558;026450844;zdb;Rundschreiben / Rabbinatsbezirk Landau, Pfalz;;;1936-1937;;070;
14559;026594323;zdb;The way in America and Neues jüdisches Gemeindeblatt;;;1938-1942;;290;
14560;027228894;zdb;Jüdisches Gemeindeblatt für das Bergische Land;amtlicher Anzeiger der Synagogengemeinde Elberfeld;;1930-1933;;070;
14561;027306569;zdb;Jüdisches Gemeindeblatt für die Britische Zone;;;1947-1947;;290;
14562;019270186;zdb;Jüdisches Gemeindeblatt für Kassel, Hessen u. Waldeck;Mitteilungsblatt für die Isr. Gemeinde in Kassel;;1937-1938;;070;
14563;019038607;zdb;Jüdisches Gemeindeblatt;Mitteilungsblatt d. Israelitischen Gemeinde Bremen;;1929-1936;;070;
14564;015259404;zdb;Jüdisches Gemeindeblatt für die israelitischen Gemeinden in Baden;;JUDAICA;1937-1938;;070;
14565;015259315;zdb;Jüdisches Gemeindeblatt für Rheinland und Westfalen;;JUDAICA;1937-1938;;290;
14566;015259323;zdb;Jüdisches Gemeindeblatt;;JUDAICA;1928-1938;;290;
14567;587197455;zdb;Königsberger jüdisches Gemeindeblatt;;;1924-1938;;050;
14568;1098171195;zdb;Jüdisches Gemeindeblatt der Synagogen-Gemeinden im Saarland;;JUDAICA;1937-1937;;070;
14569;1011749106;zdb;Jüdisches Gemeindeblatt der Synagogen-Gemeinden im Saarland;;;1937-1938;;;
14570;587197161;zdb;Jüdisches Gemeindeblatt für Dortmund und Umgebung;;;1931-1938;;050;
14571;018737706;zdb;Jüdisches Gemeindeblatt für die Mitglieder der Synagogengemeinde Stettin;;;1916-1919;;290;
14572;021465320;zdb;Jüdisches Gemeindeblatt und Mitteilungsblatt für die israelitischen Gemeinden Düsseldorf und Krefeld;jüdisches Zentralorgan für den Niederrhein;;1930-1933;;290;
14573;018973752;zdb;Jüdisches Gemeindeblatt für Anhalt und Umgegend;;;1926-1934;;290;
14574;1029073430;zdb;Jüdisches Gemeindeblatt für die britische Zone;;;1947-1947;;290;
14576;015367797;zdb;Jüdisches Gemeindeblatt für Beuthen, Gleiwitz, Hindenburg;;;1936-1937;;290;
14577;104224684X;zdb;Jüdisches Gemeindeblatt für das Gebiet Hessen;;;1936-1937;;290;
14578;980852064;zdb;Jüdisches Gemeindeblatt;Organ des Vorstandes der Jüdischen Gemeinde zu Berlin;;1937-1938;;290;
14579;02469343X;zdb;Jüdisches Gemeindeblatt für die israelitischen Gemeinden in Mannheim, Heidelberg und Ludwigshafen a. Rh.;;;1937-1938;;070;
14581;1162283750;zdb;Jüdisches Gemeindeblatt für die britische Zone;jüdische Politik, Kultur, Fragen der Wiedergutmachung, Stimmen der Leser, aus dem jüdischen Leben, Neues aus der jüdischen Welt, was die Presse sagt;JUDAICA;1946-1948;;290;
14582;1171849850;zdb;Jüdisches Gemeindeblatt für die Synagogen-Gemeinden in Preussen und Norddeutschland;;;1937-1938;;070;
14584;1197251553;zdb;Jüdisches Gemeindeblatt für den Verband der Kultusgemeinden in Bayern und die Kultusgemeinden München, Augsburg, Bamberg, Würzburg;;JUDAICA;1938-1938;;070;
14585;015232336;zdb;Jüdisches Gemeindeblatt für die Israelitische Gemeinde zu Frankfurt am Main;;JUDAICA;1936-1938;;070;
14586;015232298;zdb;Gemeindeblatt der Israelitischen Gemeinde Frankfurt a. Main;;JUDAICA;1922-1929;;070;
14588;018670571;zdb;Jüdisches Gemeindeblatt für die Israelitischen Gemeinden in Nürnberg und Fürth;Nachrichtenblatt der Israel. Kultusgemeinden in Nürnberg und Fürth;;1937-1938;;290;
14589;010005900;zdb;Frankfurter jüdisches Gemeindeblatt;Mitteilungsorgan d. Landesverbandes der Jüdischen Gemeinden in Hessen;JUDAICA;1955-1959;;230;
14590;010269754;zdb;Jüdisches Gemeindeblatt für den Verband der Kultusgemeinden in Bayern und die Kultusgemeinden München, Augsburg, Bamberg, Würzburg;;JUDAICA;1937-1938;;290;
14591;015239799;zdb;Jüdisches Gemeindeblatt und Nachrichtenblatt der Gemeindeverwaltung der Israelitischen Religionsgemeinde zu Leipzig;;JUDAICA;1937-1938;;050;
14592;015236803;zdb;Jüdisches Gemeindeblatt für die Synagogengemeinden in Preussen und Norddeutschland;;JUDAICA;1937-1938;;070;
14593;014471930;zdb;Jüdisches Gemeindeblatt für das Gebiet der Hansestadt Hamburg;;JUDAICA;1937-1938;;070;
14594;010787240;zdb;Jüdisches Gemeindeblatt für die israelitischen Gemeinden in Württemberg;;JUDAICA;1937-1938;;070;
14595;015259331;zdb;Jüdisches Gemeindeblatt;"Mitteilungsblatt der Israelitischen Gemeinde; amtl. Organ der Gemeindeverwaltung Bremen";JUDAICA;1928-1932;;290;
14597;015235874;zdb;Jüdisches Gemeindeblatt für die Synagogengemeinde Breslau;;JUDAICA;1937-1938;;070;
14598;013620649;zdb;Jüdisches Gemeindeblatt Dresden;"Organ d. Religionsgemeinde Dresden ; Mitteilungsblatt d. sächs. israelit. Gemeindeverbandes";JUDAICA;1937-1938;;290;
14600;989711102;zdb;Jüdisches Gemeindeblatt für den Verband der Kultusgemeinden in Bayern und die Kultusgemeinden München, Augsburg, Bamberg, Würzburg;;JUDAICA;1937-1937;;070;
14605;1051582016;zdb;Jüdisches Gemeindeblatt;"Mitteilungsblatt der Israelitischen Gemeinde; amtliches Organ der Gemeindeverwaltung Bremen";JUDAICA;1929-1932;;290;
14607;021318093;zdb;Jüdisches Gemeindeblatt für den Synagogenbezirk Düsseldorf;;;1936-1939;;070;
14608;013179365;zdb;Frankfurter jüdisches Gemeindeblatt;amtl. Organ d. Jüdischen Gemeinde;JUDAICA;1968-1986;;290;
14609;019153368;zdb;Jüdisches Berlin;Gemeindeblatt;13;1998-;;290;2192-6298
14611;012644633;zdb;Jüdisches Gemeindeblatt;die Zeitung d. Juden in Deutschland;JUDAICA;1946-1949;;290;
14613;015367770;zdb;Jüdisches Gemeindeblatt für Oberschlesien;;;1937-1938;;290;
14614;1049592735;zdb;Bleṭer far idisher demografye, sṭaṭisṭik un eḳonomiḳ;= Blätter für Demographie, Statistik und Wirtschaftskunde der Juden;JUDAICA;1923-1925;;290;
14615;015035352;zdb;Korrespondenzblatt des Centralbüros für Jüdische Auswanderungsangelegenheiten des Hilfsvereins der Deutschen Juden;;JUDAICA;1904-1925;;290;
14616;1051500583;zdb;Korrespondenzblatt des Centralbüros für Jüdische Auswanderungsangelegenheiten des Hilfsvereins der Deutschen Juden;;JUDAICA;1904-1927;;290;
14617;01275952X;zdb;Jüdische Turn- und Sportzeitung;Organ d. Deutschen Kreises der Jüdischen Turnerschaft;JUDAICA;1918-1921;;793;
14623;015201740;zdb;Pult und Bühne;ein Almanach hrsg. vom Reichsverband der Jüdischen Kulturbünde in Deutschland;JUDAICA;1938-1938;;780;
14625;017369169;zdb;hā- Āreṣ;;26;1994-;;070;
14626;015238458;zdb;Rimmōn;a magazin of art and letters;AVL;1922-1924;;070;
14628;015226484;zdb;Mitteilungen des Verbandes der Jüdischen Jugendvereine Deutschlands;;JUDAICA;1910-1921;;290;
14629;016510526;zdb;Jüdische Blätter;Mitteilungen des Verbandes der Jüdischen Jugendvereine Deutschlands;BD 1680;1922-1922;;070;
14630;013620657;zdb;Der Jugendbund;Mitteilungen des Verbandes der Jüdischen Jugendvereine Deutschlands;JUDAICA;1925-1932;;070;
14633;015262952;zdb;Jüdisches Litteraturblatt;;AVL;1882-1915;;070;
14634;015199401;zdb;Das jüdische Literaturblatt;;JUDAICA;1872-1894;;290;
14636;015198987;zdb;Israelitische Wochenschrift für die religiösen und socialen Interessen des Judenthums;;1;1870-1890;;290;
14637;1051599474;zdb;Israelitische Wochenschrift für die religiösen und socialen Interessen des Judenthums;;JUDAICA;1870-1889;;290;
14638;015954455;zdb;Israelitische Schulzeitung;pädagogische Blätter für Schule und Haus;;1882-1882;;070;
14640;01316872X;zdb;Cultur-almanach;;JUDAICA;1912-1912;;050;
14699;026594595;zdb;Unser Werk;Blätter des Keren Hajessod (Jüdisches Palästinawerk) e.V. in Deutschland;;1929-1933;;050;
14708;027423042;zdb;Chaweroth;Blätter des Jüdischen Frauenbundes in Deutschland, JFB;7,7;1996-;;300;
15282;012963291;zdb;Blätter für Israels Gegenwart und Zukunft;Monatsschr. für Besprechung religiöser u. socialer Zustände d. Juden;;1845-1847;;290;
15427;016574362;zdb;Kollekten-Blätter des Westdeutschen Vereins für Israel;;;1894-1906;;290;
15863;018371728;zdb;Blätter aus dem Max-Samuel-Haus / Max-Samuel-Haus - Begegnungsstätte für jüdische Geschichte und Kultur in Rostock;;;1992-;;290;
15949;015225658;zdb;Liberale Blätter;Frankfurter Organ für jüdisch-liberale Interessen;JUDAICA;1928-;;290;
16153;013566784;zdb;Alim;Blätter für Bibliographie und Geschichte des Judentums;;1934-1937;;290;
16169;994911033;zdb;Blätter;;JUDAICA;1921-1934;;050;
16290;58711407X;zdb;Zionistisch-akademische Blätter;;;1922-1922;;050;
16604;994967772;zdb;Pera-Blätter;;NAHOST;1995-;;290;2192-6816
16660;587331259;zdb;Herrlinger Leben;Blätter d. jüdischen Landschulheims Herrlingen bei Ulm;;1934-1934;;050;
16884;016808096;zdb;Aufbau;Blätter der Keren Kajemeth Lejisrael (Jüdischer Nationalfonds);;1924-1928;;070;
17208;980808561;zdb;Der Vortrupp;Blätter einer Gefolgschaft Deutscher Juden;;1933-1935;;943;
17439;024859850;zdb;Familienschutz;"FS ; Blätter des eingetragenen Vereins für Hinterbliebenen-Fürsorge der Mitglieder Jüdischer Gemeinden e.V.";;1932-1937;;290;
17528;013060090;zdb;Blätter des Verbandes Jüdischer Heimatvereine;;JUDAICA;1934-1938;;050;
17563;012791385;zdb;Das jüdische Echo;"bayerische Blätter für die jüdischen Angelegenheiten ; Mitteilungen der Zionistischen Vereine Bayerns";;1914-1933;;070;
17758;015005313;zdb;Unser Weg;jüdisch-akademische Blätter;JUDAICA;1919-1931;;370;
17877;587340606;zdb;Luach - Blätter der Agudas - Jisroel, Jugendgruppe Wien;;;1928-1928;;050;
18350;1001093720;zdb;Blätter;;JUDAICA;1915-1920;;050;
18370;011698918;zdb;Blätter der Jüdischen Buchvereinigung;;JUDAICA;1934-1936;;020;
18397;011867906;zdb;Blätter für die evangelische Mission unter Israel;;1;1850-[Dezember 1856?];;230;
18606;1059585731;zdb;Blätter für die evangelische Mission unter Israel;;;1850-1852;;230;
18832;1233315390;zdb;Jungzionistische Blätter;;;1928;;070;
18861;1225769612;zdb;Jüdischer Familienschutz;Blätter des eingetr. Vereins für Hinterbliebenenfürsorge der Mitglieder Jüd. Gemeinden e.V.;;1937-1938;;050;2747-3031
18947;1246986299;zdb;Ewer;Blätter der vereinigten Verlagsanstalten Jüdischer Verlag, Welt-Verlag;JUDAICA;[1920-1921];;020;
19409;1164105221;zdb;Der Zug;Blätter des 2. Zuges im Blau-Weiss Leipzig;JUDAICA;2018;;370;
19410;1188416715;zdb;Blätter des Verbandes Jüdischer Heimatvereine;;JUDAICA;1935-1938;;290;
19414;1143529537;zdb;Blätter;;JUDAICA;1915-1921;;050;
19415;1155424441;zdb;Seite der Jugend;;JUDAICA;1934-1935;;290;
19416;1194557910;zdb;Unser Werk;;JUDAICA;[1929-1932];;290;
19417;1229093036;zdb;Vertrauliche Beilage der K.C.-Blätter;nur für K.C.er : als Handschrift gedruckt;JUDAICA;[1922-1932];;290;
19418;1232423742;zdb;Aufbau;Blätter des Keren Kajemeth Lejisrael (Jüdischer Nationalfonds);JUDAICA;1924$b1924;;290;
19419;1244249777;zdb;Schlemiel;jüdische Blätter für Humor und Kunst;JUDAICA;1907-1950;;070;
19452;01010254X;zdb;Hebron-Blätter;Freundesbrief des Diakonissen-Mutterhauses Hebron;12;1908-;;230;
19590;1059933098;zdb;Genisa-Blätter;;7,7;2015-2023;;290;
19945;018979815;zdb;Der deutsche Vortrupp;Blätter einer Gefolgschaft Deutscher Juden;JUDAICA;1933-1935;;070;
20676;019022077;zdb;Israelitisches Familienblatt;;;1935-1938;;290;
20678;013622684;zdb;Jüdische Blätter;Ausg. für d. Verb. d. Jüd. Jugendvereine Deutschlands;JUDAICA;1922-1927;;290;
20679;013041371;zdb;Israelitisches Familienblatt für Groß-Berlin;;;1921-1935;;290;
20681;011844833;zdb;Blätter für jüdische Geschichte und Litteratur;;JUDAICA;1899-1904;;290;
20775;1261261887;zdb;Genisa-Blätter;;JUDAICA;[2015]-;;290;
20785;1141196727;zdb;Blätter für jüdische Geschichte und Litteratur;;JUDAICA;1900-1904;;290;
20903;015220427;zdb;Bleter far idise demografie, statistiq un eqonomiq;= Blätter für Demographie, Statistik und Wirtschaftskunde der Juden;JUDAICA;1923-1925;;290;
21012;013021052;zdb;Schlemiel;jüdische Blätter für Humor und Kunst;JUDAICA;1903-1924;;070;
21167;012759538;zdb;Makkabi-Blätter;Zeitschr. d. jüdischen Turn- u. Sportvereine in Deutschland;;1923-1924;;793;
21729;015198642;zdb;Antisemitische Correspondenz;;JUDAICA;1888-1903;;290;
21870;012886874;zdb;Hammer;Blätter für deutschen Sinn;JUDAICA;1902-1940;;070;2569-8087
21929;013065106;zdb;Bleṭer far geshikhṭe;;JUDAICA;1934-1993;;900;0006-470X
22094;01003501X;zdb;Emuna;Horizonte zur Diskussion über Israel u. d. Judentum;78;1966-1975;;290;0013-6913
22278;018609996;zdb;Rechenschafts-Bericht / Achawa, Verein zur Unterstützung Hilfsbedürftiger Israelitischer Lehrer, Lehrer-Witwen und Waisen in Deutschland;für das Jahr ...;JUDAICA;1871-1918;;290;
22304;017394457;zdb;Rechenschafts-Bericht;über die Tätigkeit des Jugendvereins Gabriel Riesser zu Cöln am Rhein;;1907-1912;;370;
