,idn,library,title,subtitle,category,date,person,ddc,issn,language,gnd_number,responsibility,publication_info,frequency,subjects,electronic_access,notes,physical_description,series_statement,other_identifier,linking_entry,dewey_classification,gov_doc_classification
25,012033790,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e137440>],Lûaḥ,= Luach,,1748-1751,,290,,,,,,,[],,,,,,['\n'],290,
26,019913435,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e1355c0>],Lûaḥ mišanat,,,1771-1771,,290,,heb,,,,,[],,,,,,[],290,
27,016401743,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e137540>],Israelitischer Kalender,,,1913-1927,,290,,ger,,,,,[],,,,,,"['\n', '\n']",290,
28,016401719,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e137d00>],Israelitischer Kalender,,,1914-1933,,290,,ger,,,,,[],,,,,,[],290,
29,016401778,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e1371c0>],Israelitischer Kalender,,,1928-1933,,290,,ger,,,,,[],,,,,,['\n'],290,
30,016402855,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e137f40>],Israelitischer Kalender für die jüdischen Gemeinden Württembergs,für das Jahr der Welt ...,,1910-1938,,290,,ger,,,,,[],,,,,,[],290,
31,015236854,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e138d40>],Lûaḥ,= Luach,JUDAICA,1924-1970,,290,,ger,,,,,[],,,,,,['\n'],290,
32,015063097,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e138780>],Calendar Luah,pe anul ...,JUDAICA,1979-1989,,290,,rum,,Federaţia Comunitāţilor Evreieşti din România,,,[],,,,,,[],290,
33,015234290,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e138b80>],Luaḥ ḥermōn,,JUDAICA,1924-1928,,290,,,,,,,[],,,,,,[],290,
34,012033804,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e138dc0>],Lûaḥ,= Luach,,1763-1765,,290,,,,,,,[],,,,,,['\n'],290,
35,012033782,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e138400>],Lûaḥ,= Luach,,1732-[1762?],,290,,heb,,,,,[],,,,,,['\n'],290,
36,018432301,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e1382c0>],Lûaḥ haš-šānā hā-ʿivrî,"le-mûvâ benê Yisrā'ēl lā-āreṣ haq-qedôšā ... le-šîmmûš benê haq-qehillā hay-yisre'ēlît haš-šomrônît be-Yiśrā'ēl û-le-ḥôqerîm, talmîdîm û-mištallemîm = The Israelite Samaritan calendar",,1993-,,050,,heb,,,,,[],,,,,,[],050,
37,991988892,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e138a80>],Luảḥ,,,1730-1762,,290,,heb,,,,,[],,,,,,[],290,
38,1018202706,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e139580>],Ḥeshbon ha-laṿyan shel ha-tayarut be-Yiśraʾel,sekirah kalkalit ʿal-pi luaḥ hetseʿa ṿe-shimushim = Tourism satellite account in Israel : economic review according to supply and use table,,2010-,,310,2218-1342,heb,,"Medinat Yiśraʾel, ha-Lishkah ha-Merkazit le-Sṭaṭisṭiḳah",,,[],,,,,,['\n'],310,
39,026983222,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e139100>],Lûaḥ,,,1892-1900,,290,,ger,,von Dr. J. Loevy,,,[],,,,,,[],290,
40,587841192,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e139d80>],Fürther israelitischer Kalender,Luaḥ ; mit den amtlichen Bekanntmachungen und Gebetszeittafeln der Israelitischen Kultusgemeinde Fürth,,1927-1938,,050,,ger,,,,,[],,,,,,[],050,
41,587299045,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e139980>],Wormser israelitischer Kalender,Luaḥ ; Mit d. amtl. Bekanntmachgn u. Gebetszeittaf. d. Israelit. Gemeinde Worms,,1929-1937,,050,,ger,,,,,[],,,,,,[],050,
42,587841141,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13a2c0>],Israelitischer Kalender für Augsburg,Luaḥ,,1927-1938,,050,,ger,,,,,[],,,,,,[],050,
43,991988132,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13a5c0>],Luảḥ,,,1764-1772,,290,,heb,,,,,[],,,,,,[],290,
44,991988396,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e139900>],Luảḥ,,,1784-1785,,290,,heb,,,,,[],,,,,,[],290,
45,99198661X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13a700>],Luảḥ,,,1735-1814,,290,,heb,,,,,[],,,,,,[],290,
46,99198868X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13a880>],Luảḥ,,,1739-,,290,,heb,,,,,[],,,,,,[],290,
47,991987683,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13a900>],Luảḥ,,,1712-,,290,,heb,,,,,[],,,,,,['\n'],290,
48,99256784X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13af00>],Luaḥ ʾivri ṭayṭsh,ʾim dinim u-minhagim fon yar ...,JUDAICA,1933-1933,,290,,heb,,,,,[],,,,,,[],290,
49,995412367,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13af80>],Juden-Calender,= Lua.h : auf das Jahr ...,,1783-1783,,290,,heb,,,,,[],,,,,,['\n'],290,
50,018017495,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13b7c0>],Almanach-kalendarz żydowski,= Luaḥ li-shenat,JUDAICA,1994-1995,,290,,pol,,Zwia̧zku Gmin Wyznaniowych Żydowkich w Rzeczypospolitej Polskiej,,,[],,,,,,"['\n', '\n']",290,
51,1140794698,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13b300>],Luaḥ Ḥermon,,JUDAICA,1926-1928,,290,,ger,urn:nbn:de:hebis:30:1-155417,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-155417,Reproduktion,,,urn:nbn:de:hebis:30:1-155417,['\n'],290,
52,1130874281,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13b4c0>],Israel picture calendar,= Luaḥ temunot Yi´sraʾel,JUDAICA,[1958?-1960?],,290,,eng,,published by Lion the Printer,,,[],,,,,,[],290,
53,1054664838,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13bf80>],Lûaḥ,,JUDAICA,1924-1938,,290,,ger,urn:nbn:de:hebis:30:1-138235,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-138235,,Online-Ressource,,urn:nbn:de:hebis:30:1-138235,['\n'],290,
54,019913494,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13b800>],Lûaḥ šelšanat,,,1771-1771,,290,,heb,,,,,[],,,,,,[],290,
55,019819625,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13c280>],Lueḥ qadîmā,,,1912-1913,,290,,yid,,,,,[],,,,,,[],290,
56,021707715,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13c900>],Brandeis' illustrirter isr. Volkskalender,= Lûaḥ̌ li-s̆nat : für das Jahr der Welt ...,,1884-1933,,290,,ger,,hrsg. u. red. von Jakob B. Brandeis,,,[],,,,,,[],290,
57,020423683,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13c840>],Almanaque,= Lûaḥ sĕnat  / Asociación Israelita Sefaradí Or Mizrah,JUDAICA,1992-1995,,010,,spa,,,,,[],,,,,,['\n'],010,
58,020424485,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13cd00>],Almanaque hebreo,= Lûaḥ li-šnat,JUDAICA,1950-1989,,290,,spa,,"Asociacion Religiosa, Educativa y Cultural ""Concordia Israelita""",,,[],,,,,,[],290,
59,1201291062,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13ce80>],Aḥiasaf,"luaḥ-ʿam sifruti ṿe-shimushi, ʿim temunot ṿe-tsiyurim ... = Achiasaf : evrejskij illjustrirovannyj literaturno-praktičeskij kalendarʹ",JUDAICA,[1893-1922],,290,,heb,urn:nbn:de:hebis:30:1-157997,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-157997,Reproduktion,,,urn:nbn:de:hebis:30:1-157997,['\n'],290,
60,1301894559,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13d140>],Berliner Kalender für Jüdische Gemeinden,auf ... = Luah la-'Edat Berlin u-le-kol bene Yisrael,,1855,,290,,heb,,von J. Heinemann,,,[],https://dfg-viewer.de/show/?set[mets]=https://jmb01.intranda.com/mets/berlkafuj_00128583_5616.xml,Mehr nicht digitalisiert,,,,['\n'],290,
61,127775831X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13cf00>],Lûaḥ,= Luach,,[1763?],,290,,heb,urn:nbn:de:bsz:25-digilib-207300,,,,[],https://nbn-resolving.org/urn:nbn:de:bsz:25-digilib-207300,Mehr nicht digitalisiert,Online-Ressource,,urn:nbn:de:bsz:25-digilib-207300,['\n'],290,
62,1257245708,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13d440>],Lûaḥ,= Luach,,[1763?-1765?],,290,,heb,urn:nbn:de:bsz:25-digilib-205056,,,,[],https://nbn-resolving.org/urn:nbn:de:bsz:25-digilib-205056,Gesehen am 23.05.2022,Online-Ressource,,urn:nbn:de:bsz:25-digilib-205056,['\n'],290,
63,1257245503,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13dc00>],Lûaḥ,= Luach,,[1748?-1751?],,290,,heb,urn:nbn:de:bsz:25-digilib-205048,,,,[],https://nbn-resolving.org/urn:nbn:de:bsz:25-digilib-205048,Gesehen am 23.05.2022,Online-Ressource,,urn:nbn:de:bsz:25-digilib-205048,['\n'],290,
64,130230271X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13dcc0>],Berliner Kalender für Jüdische Gemeinden,auf ... = Luah la-'Edat Berlin u-le-kol bene Yisrael,,[1855?],,290,,heb,,von J. Heinemann,,,[],,,,,,['\n'],290,
65,1059536579,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13dec0>],Kalender für die Jüdische Gemeinde,= Lûaḥ mi-šnat : auf das Jahr ...,JUDAICA,1808-1833,,290,,heb,,Hrsg. Jüdische Gemeinde Berlin,,,[],https://www.digitale-sammlungen.de/search?query=manifestation_id%3A%22ZDB%7C2182172-0%7C%22&sortField=date&sortOrder=asc&handler=simple-metadata,,Online-Ressource,,,"['\n', '\n', '\n']",290,
66,1054666008,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13dac0>],Luaḥ erets Yiśraʾel,shimushe ṿe-sifruti,JUDAICA,1895-1916,,290,,heb,urn:nbn:de:hebis:30:1-138284,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-138284,,Online-Ressource,,urn:nbn:de:hebis:30:1-138284,['\n'],290,
67,010120777,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13d500>],Lûaḥ ereṣ Jiśrā'ēl,s̆immūs̆ī we-sifrūtī = Litterarischer Palästina-Almanach,JUDAICA,1895-1916,,290,,heb,,,,,[],,,,,,['\n'],290,
68,027240096,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e13e580>],Kalender für die Jüdische Gemeinde,= Lûaḥ mi-šnat : auf das Jahr ...,,1784-1834,,290,,heb,,Hrsg. Jüdische Gemeinde Berlin,,,[],,,,,,"['\n', '\n', '\n']",290,
0,014427001,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e148740>],Bikkūrē hā-'ittīm,minḥat bikkūrīm = Erste Früchte der Zeiten,JUDAICA,1820-1845,,050,,heb,,,,,[],,"Repr.: New York, NY : AMS Pr",,,,"['\n', '\n']",050,
1,1054658617,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x156387d00>],Bikkūrē hā-'ittīm,minḥat bikkūrīm = Erste Früchte der Zeiten,JUDAICA,1820-1831,,050,,heb,urn:nbn:de:hebis:30:1-138261,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-138261,,Online-Ressource,,urn:nbn:de:hebis:30:1-138261,"['\n', '\n']",050,
0,1054661804,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e148300>],Kokhve Yitsḥaḳ,kolel peri meḥḳar ṿe-yalde melitsah me-ḥakhame ha-dor ...,JUDAICA,1845-1873,,290,,heb,urn:nbn:de:hebis:30:1-138275,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-138275,,Online-Ressource,,urn:nbn:de:hebis:30:1-138275,"['\n', '\n']",290,
0,1054666008,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e14ac00>],Luaḥ erets Yiśraʾel,shimushe ṿe-sifruti,JUDAICA,1895-1916,,290,,heb,urn:nbn:de:hebis:30:1-138284,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-138284,,Online-Ressource,,urn:nbn:de:hebis:30:1-138284,['\n'],290,
0,012647829,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e1bb180>],Zeitschrift für jüdische Wohlfahrtspflege,,JUDAICA,1929-1929,,290,,ger,,Zentralwohlfahrtsstelle der Deutschen Juden,,,[],,"Repr.: Frankfurt, M. : Fachhochschulverlag",,,,"['\n', '\n', '\n', '\n', '\n']",290,
1,1018808604,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e1fa840>],Zeitschrift für jüdische Wohlfahrtspflege,,,1929-1929,,290,,ger,,Zentralwohlfahrtsstelle der Deutschen Juden,,,[],,,Online-Ressource,,,['\n'],290,
2,1140793489,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e1f96c0>],Zeitschrift für jüdische Wohlfahrtspflege,,JUDAICA,1929-1929,,290,,ger,urn:nbn:de:hebis:30:1-138317,herausgegeben von der Zentralwohlfahrtsstelle der Deutschen Juden,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-138317,Reproduktion,,,urn:nbn:de:hebis:30:1-138317,['\n'],290,
3,1018808507,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e233d00>],Zeitschrift für jüdische Wohlfahrtspflege,,,1929-1929,,290,,ger,,Zentralwohlfahrtsstelle der Deutschen Juden,,,[],,,,,,['\n'],290,
0,013246518,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e232ec0>],Allgemeine israelitische Wochenschrift,Zeitschr. für d. Gesamtinteressen d. Judentums,JUDAICA,1895-1898,,070,,ger,,,,,[],,,,,,"['\n', '\n', '\n', '\n']",070,
1,1049591194,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e1f8cc0>],Allgemeine Israelitische Wochenschrift,Zeitschrift für die Gesamtinteressen des Judentums,0,1895-1898,,070,,ger,urn:nbn:de:hebis:30:1-138327,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-138327,"Aus der Sammlung des Leo Baeck Institute, digitalisiert in Kooperation mit dem Center for Jewish History, NY",Online-Ressource,,urn:nbn:de:hebis:30:1-138327,"['\n', '\n']",070,
0,019510934,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e2afe40>],Literarishe bleter,"ilusṭrirṭe ṿokhnshrifṭ far liṭeraṭur, ṭeaṭer un ḳunsṭ = Literarisze bleter",AVL,1924-1939,,839,,yid,,,,,[],,,Bände,,,['\n'],839,
1,1129893073,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e1e9780>],Literarishe bleter,"ilusṭrirṭe ṿokhnshrifṭ far liṭeraṭur, ṭeaṭer un ḳunsṭ",JUDAICA,1924-1934,,839,,yid,urn:nbn:de:hebis:30:1-128992,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-128992,Mehr nicht digitalisiert,,,urn:nbn:de:hebis:30:1-128992,['\n'],839,
0,013086138,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x15ff290c0>],Blätter des Jüdischen Frauenbundes für Frauenarbeit und Frauenbewegung,,JUDAICA,1924-1938,,300,,ger,,Jüdischer Frauenbund von Deutschland,,,[],,,,,,"['\n', '\n', '\n', '\n']",300,
1,104959231X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e2cd980>],Blätter des Jüdischen Frauenbundes für Frauenarbeit und Frauenbewegung,,JUDAICA,1924-1938,,300,,ger,urn:nbn:de:hebis:30:1-129081,Jüdischer Frauenbund von Deutschland,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-129081,Reproduktion,,,urn:nbn:de:hebis:30:1-129081,"['\n', '\n']",300,
0,012099422,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e2cf6c0>],Die jüdische Presse,Organ für d. Gesammtinteressen d. Judenthums,JUDAICA,1872-1880,,290,,ger,,,,,[],,,,,,['\n'],290,
1,1221290436,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e3d0180>],"Literaturblatt der ""jüdischen Presse""",,JUDAICA,[1870-1878],,290,,ger,urn:nbn:de:hebis:30:1-157980,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-157980,Mehr nicht digitalisiert; lückenhaft digitalisiert,,,urn:nbn:de:hebis:30:1-157980,"['\n', '\n']",290,
2,013095358,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e34ad00>],Die jüdische Presse,konservative Wochenschr. ; Centralorgan d. Misrachi,JUDAICA,1870-1923,,070,,ger,,,,,[],,,,,,"['\n', '\n', '\n', '\n', '\n', '\n']",070,
3,1051604818,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e3bee80>],Die jüdische Presse,konservative Wochenschrift ; Centralorgan des Misrachi,JUDAICA,1870-1923,,070,,ger,urn:nbn:de:hebis:30:1-129104,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-129104,,Online-Ressource,,urn:nbn:de:hebis:30:1-129104,"['\n', '\n', '\n', '\n', '\n', '\n']",070,
4,977909980,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e3bef00>],Die jüdische Presse,Kommunikationsgeschichte im europäischen Raum = The European Jewish Press,,2006-,,070,,ger,,,,,[],,,,,,"['\n', '\n']",070,
0,1054653240,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e3d1780>],Bericht der Großloge für Deutschland,Organ des 8. Distrikts U.O.B.B,JUDAICA,1891-1920,,070,,ger,urn:nbn:de:hebis:30:1-138615,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-138615,,Online-Ressource,,urn:nbn:de:hebis:30:1-138615,"['\n', '\n']",070,
1,014472244,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e45e7c0>],Bericht der Großloge für Deutschland,Organ d. 8. Distrikts U.O.B.B,JUDAICA,1891-1920,,070,,ger,,,,,[],,,,,,"['\n', '\n', '\n']",070,
0,011861649,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e45c540>],Haḳedem,Vierteljahrschr. für d. Kunde d. alten Orients u. d. Wissenschaft d. Judentums = Haq- Qedem,1,1907-1909,,290,,ger,,,,,[],,,,,,"['\n', '\n']",290,
1,1051503817,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e45c580>],Haḳedem,Vierteljahrschrift für die Kunde des alten Orients und der Wissenschaft des Judentums,JUDAICA,1907-1909,,290,,ger,urn:nbn:de:hebis:30:1-138622,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-138622,Online-Ressource,,,urn:nbn:de:hebis:30:1-138622,['\n'],290,
0,012655856,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e457b40>],"Beiträge zur Altertumskunde, mit besonderer Rücksicht auf das Morgenland",,,1819-1820,,930,,ger,,,,,[],,,,,,[],930,
1,1049593324,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e467940>],Das Morgenland,Altes und Neues für Freunde der Heiligen Schrift ; eine Monatsschrift,JUDAICA,1838-1843,,220,,ger,urn:nbn:de:hebis:30:1-138647,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-138647,Online-Ressource,Online-Ressource,,urn:nbn:de:hebis:30:1-138647,['\n'],220,
2,012819204,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b4efe080>],Das Morgenland,Altes u. Neues für Freunde d. Heiligen Schrift ; eine Monatsschrift,JUDAICA,1838-1843,,220,,ger,,,,,[],,,,,,['\n'],220,
0,018513697,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e45da80>],Der Sabbath,Monatsblatt zur Foerderung der Sabbathheiligung im socialen und wirtschaftlichen Leben der Gegenwart,JUDAICA,1901-1914,,070,,ger,,,,,[],,,,,,['\n'],070,
1,1049595432,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e4e1940>],Der Sabbath,Monatsblatt zur Foerderung der Sabbathheiligung im socialen und wirtschaftlichen Leben der Gegenwart,JUDAICA,1906-1912,,070,,ger,urn:nbn:de:hebis:30:1-138659,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-138659,,Online-Ressource,,urn:nbn:de:hebis:30:1-138659,['\n'],070,
0,017191335,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e309c00>],Informationsblatt / Komitee für die Menschenrechte in Kuba,,19,1983-,,340,,ger,,,,,[],,,,,,[],340,
1,025317091,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e5496c0>],Anklagen online,das Online-Magazin für die Menschenrechte,,2000-,,320,,ger,,Ai Tübingen,,,[],https://amnesty-tuebingen.de/gruppe/anklagen-redaktion/anklagen/,Gesehen am 26.01.24,Online-Ressource,,,['\n'],320,
2,014045044,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e31ce80>],Die Menschenrechte,,JUDAICA,1926-1957,,070,,ger,,Hrsg.: Deutsche Liga für Menschenrechte,,,[],,,,,,['\n'],070,
3,1051581664,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e549680>],Die Menschenrechte,,JUDAICA,1926-1932,,070,,ger,urn:nbn:de:hebis:30:1-138667,Hrsg.: Deutsche Liga für Menschenrechte,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-138667,Nur noch lokal verfügbar,Online-Ressource,,urn:nbn:de:hebis:30:1-138667,['\n'],070,
4,010126430,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e549d00>],Die Menschenrechte,im Geiste von Carl von Ossietzky,,1973-1984,,320,,ger,,Internationale Liga für Menschenrechte,,,[],,,,,,[],320,
5,017973538,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17e549cc0>],AI-Info,das Magazin für die Menschenrechte,,1986-1995,,320,,ger,,"Hrsg.: Amnesty International, Sektion der Bundesrepublik Deutschland e.V.",,,[],,"Ab 1987,9 ohne UR-Angabe",,,,"['\n', '\n', '\n']",320,
6,551450657,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17ec330c0>],IMBAS-Rundbrief,,19,1988-1989,,360,,ger,,Initiative für die Menschenrechte Aller Bürger d. ASEAN-Staaten (IMBAS),,,[],,,,,,"['\n', '\n']",360,
7,022143084,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17ec33680>],Amnestie!,das Magazin für die Menschenrechte,"3,6",1997-2006,,341.4805,,ger,,"Hrsg.: Amnesty International, Schweizer Sektion",,,[],,,,,,"['\n', '\n', '\n']",341.4805,
8,013775324,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17ec33000>],unkown,Zeitschr. für Menschenrechte in d. ASEAN-Staaten,16,1981-,,320,0721-2836,ger,,,,,"['Grundrecht', 'Grundrecht']",,,,,,[],320,
9,015344282,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17ec33340>],IMBAS-Rundbrief,Initiative für die Menschenrechte Aller Bürger der ASEAN-Staaten (IMBAS),,1989-,,320,,ger,,,,,[],,,,,,[],320,
10,018010016,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17ec33c00>],AI-Journal,das Magazin für die Menschenrechte,,1995-2006,,320,1433-4348,ger,,"Hrsg.: Amnesty International, Sektion der Bundesrepublik Deutschland e.V.",,,[],,,,,,"['\n', '\n']",320,
11,019123019,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17ec32fc0>],Verleihung der Carl-von-Ossietzky-Medaille,... an ...,,[1986?-2009],,340,,ger,,Internationale Liga für Menschenrechte Berlin,,,[],,Fortgesetzt als einzelne Einheit,,,,[],340,
12,1144184843,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17ec33d00>],Uvod v pravata na čoveka,,,[2016?]-,,340,,bul,,,,,[],,,,,,[],340,
13,121288003X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17ec33100>],Damit die Menschenrechte überleben,,,1974-1975,,,,ger,,"Amnesty International Gruppe 433, Dinslaken",,,[],,,,,,[],,
14,1259372138,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17ec3c0c0>],Für die Menschenrechte,Mitteilungen an Freunde und Förderer,,2019-,,320,,ger,,"IGFM, Internationale Gesellschaft für Menschenrechte, Deutsche Sektion e.V.",,,[],https://www.igfm.de/publikationen/,Gesehen am 08.06.2022,Online-Ressource,,,['\n'],320,
15,018626653,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17ec3c500>],Das Europäische Parlament und die Menschenrechte,,,1994-1994,,340,,ger,,Generaldirektion Wissenschaft und Einheit der Menschenrechte,,,[],,,,,,['\n'],340,
16,018626688,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17ec3c600>],Bericht ... des Europäischen Parlaments über die Menschenrechte in der Welt,,,1995-,,340,,ger,,,,,[],,,,,,['\n'],340,
17,010237674,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17ec3c040>],unkown,Mitteilungen an Freunde und Förderer,,1982-,,320,0179-5074,ger,,"IGFM, Internationale Gesellschaft für Menschenrechte, Deutsche Sektion e.V.",,,"['Menschenrecht', 'Zeitschrift', 'Menschenrecht']",,,,,,['\n'],320,
18,980734525,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17ec3c9c0>],unkown,das Magazin für die Menschenrechte,,2006-2008,,340,2199-4595,ger,,"Hrsg. Amnesty International, Sektion der Bundesrepublik Deutschland",,,"['Menschenrechtspolitik', 'Menschenrecht']",,,,,,"['\n', '\n']",340,
19,017643465,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17ec3c480>],unkown,das Magazin für die Menschenrechte,,1995-1998,,341.4805,1433-4356,ger,,"Hrsg. Amnesty International, Sektion der Bundesrepublik Deutschland e.V.",,,"['Menschenrechtspolitik', 'Menschenrecht', 'Politischer Gefangener', 'Menschenrechtsverletzung', 'Folter', 'Menschenrecht']",,,,,,"['\n', '\n', '\n']",341.4805,
20,021761205,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17ec3ce80>],unkown,das Magazin für die Menschenrechte,"3,6",1999-2006,,341.4805,1433-4356,ger,,"Hrsg.: Amnesty International, Sektion der Bundesrepublik Deutschland e.V.",,,"['Menschenrecht', 'Politischer Gefangener', 'Menschenrechtsverletzung', 'Folter', 'Menschenrecht', 'Menschenrechtspolitik']",,,,,,"['\n', '\n', '\n']",341.4805,
21,010213945,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x17ec3d5c0>],unkown,das Magazin für die Menschenrechte,19,1986-1995,,300,,ger,,"Hrsg. Ai, Sektion der Bundesrepublik Deutschland e.V.",,,"['Menschenrecht', 'Politischer Gefangener', 'Menschenrechtsverletzung', 'Folter', 'Menschenrecht']",,"Zusatz ab 1993,5",,,,"['\n', '\n', '\n', '\n', '\n']",300,
